Age_Group,Gender,Emirate,Occupation,Income,Family_Size,Education,Purchase_Location,Purchase_Frequency,Products_Bought,Monthly_Spending_Range,Uses_Eco_Products,Preferred_Packaging,Importance_Convenience,Importance_Price,Importance_Sustainability,Aware_Plastic_Ban,Reduce_Waste_Score,Eco_Brand_Preference,Follow_Campaigns,Social_Influence_Score,Used_Refill_Before,Try_Refill_Likelihood,Preferred_Payment_Mode,Refill_Location,Container_Type,Refill_Combos,Preferred_Scents,Interest_Non_Liquids,Discount_Switch,Willingness_to_Pay_AED,Usage_Frequency,Likely_to_Use_ReFillHub
25-34,Female,Abu Dhabi,Entrepreneur,10000-20000,1-2,Undergraduate,Supermarket,Bi-weekly,"Detergent, Cooking Oil, Surface Cleaner, Fabric Softener",50-100,Yes,Biodegradable,5,2,4,Yes,4,4,Yes,3,No,5,Mobile App,Supermarkets,Bring my own,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Unscented, Herbal, Fresh Linen",No,>20%,73.14,Twice,No
18-24,Female,Abu Dhabi,Professional,10000-20000,3-4,Undergraduate,Local Store,Monthly,"Hand Wash, Shampoo, Cooking Oil, Sanitizer",50-100,No,No preference,5,3,4,Yes,4,4,Yes,4,No,2,Card,Residential Lobbies,Buy branded bottle once,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer, Cooking Oil + Vinegar","Unscented, Floral, Herbal",Maybe,10-20%,59.33,Once,Yes
18-24,Female,Abu Dhabi,Entrepreneur,<5000,1-2,Doctorate,Online,Bi-weekly,"Fabric Softener, Hand Wash, Sanitizer, Body Wash",200-400,Occasionally,Biodegradable,3,5,5,Yes,5,5,Yes,4,No,4,Subscription,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Cooking Oil + Vinegar, Detergent + Fabric Softener","Unscented, Floral, Citrus",No,5-10%,26.63,Twice,No
18-24,Female,Dubai,Student,5000-10000,3-4,Undergraduate,Hypermarket,Monthly,"Cooking Oil, Body Wash, Fabric Softener, Sanitizer",50-100,No,Glass,5,3,5,Yes,3,5,No,5,No,4,Mobile App,Supermarkets,Buy branded bottle once,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Fresh Linen, Herbal, Citrus",Yes,5-10%,57.91,Weekly,No
18-24,Female,Sharjah,Student,20000-40000,3-4,Undergraduate,Supermarket,Weekly,"Cooking Oil, Detergent, Sanitizer",50-100,Yes,Plastic,4,4,4,Yes,5,5,Yes,2,Yes,4,Card,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Fresh Linen, Unscented",Yes,10-20%,113.19,Weekly,No
35-44,Male,Ajman,Homemaker,10000-20000,3-4,Postgraduate,Hypermarket,Weekly,"Detergent, Sanitizer, Body Wash",50-100,No,Glass,3,4,3,Yes,3,5,No,4,Yes,4,Cash,Petrol Stations,Bring my own,"Shampoo + Conditioner, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Herbal, Fresh Linen, Citrus",Yes,10-20%,65.86,Weekly,Yes
18-24,Male,Dubai,Professional,10000-20000,5+,Undergraduate,Hypermarket,Bi-weekly,"Surface Cleaner, Body Wash, Cooking Oil, Fabric Softener, Detergent",200-400,Yes,Plastic,4,2,4,Yes,3,2,No,1,No,5,Card,Residential Lobbies,Use disposable option,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Floral, Unscented, Herbal",No,10-20%,73.64,Twice,Yes
25-34,Male,Dubai,Homemaker,10000-20000,3-4,Postgraduate,Supermarket,Monthly,"Cooking Oil, Sanitizer, Detergent, Shampoo, Body Wash",50-100,Yes,Glass,4,3,3,Yes,3,2,Yes,1,No,4,Mobile App,Residential Lobbies,Buy branded bottle once,"Cooking Oil + Vinegar, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Floral, Unscented, Fresh Linen",Yes,10-20%,82.85,Weekly,Yes
45-54,Female,Dubai,Professional,<5000,3-4,Undergraduate,Online,Monthly,"Surface Cleaner, Fabric Softener, Sanitizer, Conditioner, Shampoo",100-200,Occasionally,Glass,3,5,3,Yes,2,4,No,2,No,2,Mobile App,Malls,Bring my own,"Shampoo + Conditioner, Hand Wash + Sanitizer","Unscented, Fresh Linen, Citrus",Yes,<5%,14.24,More than 4x,No
18-24,Male,Abu Dhabi,Professional,5000-10000,1-2,Undergraduate,Supermarket,Weekly,"Cooking Oil, Body Wash, Detergent, Surface Cleaner, Conditioner",100-200,No,Glass,4,5,3,Yes,2,2,Yes,4,No,4,Card,Malls,Bring my own,"Shampoo + Conditioner, Cooking Oil + Vinegar","Fresh Linen, Herbal, Floral",Yes,<5%,73.35,Twice,Yes
45-54,Female,Abu Dhabi,Entrepreneur,10000-20000,1-2,High School,Other,Bi-weekly,"Conditioner, Cooking Oil, Sanitizer, Fabric Softener, Surface Cleaner",100-200,Occasionally,No preference,3,4,4,Yes,4,4,No,2,No,5,Card,Malls,Bring my own,"Shampoo + Conditioner, Cooking Oil + Vinegar, Hand Wash + Sanitizer","Unscented, Citrus, Fresh Linen",Yes,10-20%,62.01,Once,Yes
25-34,Female,Abu Dhabi,Professional,5000-10000,3-4,Undergraduate,Hypermarket,Quarterly,"Fabric Softener, Cooking Oil, Hand Wash",100-200,Occasionally,No preference,4,5,3,Yes,3,4,No,5,Yes,3,Card,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Detergent + Fabric Softener, Shampoo + Conditioner","Floral, Fresh Linen",Maybe,5-10%,44.29,Twice,No
18-24,Male,Dubai,Professional,<5000,3-4,Postgraduate,Local Store,Bi-weekly,"Fabric Softener, Hand Wash, Surface Cleaner, Shampoo",200-400,No,Plastic,3,4,4,Yes,3,4,Yes,1,No,2,Card,Supermarkets,Bring my own,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Floral, Citrus",No,10-20%,36.34,Once,No
35-44,Female,Dubai,Professional,20000-40000,3-4,Postgraduate,Supermarket,Monthly,"Hand Wash, Cooking Oil, Surface Cleaner, Sanitizer, Shampoo",<50,Yes,Glass,5,4,3,Yes,3,4,Yes,3,No,2,Card,Supermarkets,Use disposable option,"Cooking Oil + Vinegar, Shampoo + Conditioner","Fresh Linen, Herbal",Maybe,10-20%,129.68,Weekly,Yes
35-44,Male,Abu Dhabi,Student,>40000,1-2,Undergraduate,Hypermarket,Weekly,"Cooking Oil, Body Wash, Hand Wash, Fabric Softener, Surface Cleaner",50-100,No,Glass,5,4,3,Yes,2,3,Yes,1,No,5,Subscription,Supermarkets,Bring my own,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener","Citrus, Herbal",Maybe,10-20%,208.8,Twice,Yes
45-54,Male,Abu Dhabi,Professional,20000-40000,3-4,Undergraduate,Hypermarket,Quarterly,"Hand Wash, Conditioner, Detergent, Surface Cleaner, Body Wash",50-100,Yes,Glass,4,2,4,Yes,4,4,Yes,4,No,3,Card,Supermarkets,Buy branded bottle once,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Shampoo + Conditioner","Floral, Unscented, Fresh Linen",No,5-10%,113.15,Weekly,No
35-44,Female,Others,Entrepreneur,20000-40000,1-2,Postgraduate,Hypermarket,Monthly,"Conditioner, Cooking Oil, Shampoo",50-100,Occasionally,Biodegradable,5,2,5,Yes,2,2,Yes,2,No,4,Card,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Fresh Linen, Herbal, Floral",Maybe,10-20%,115.04,Twice,No
45-54,Female,Dubai,Other,5000-10000,5+,Postgraduate,Other,Quarterly,"Conditioner, Cooking Oil, Fabric Softener, Body Wash, Shampoo",50-100,Yes,Glass,3,4,5,Yes,5,2,Yes,1,No,3,Subscription,Gyms,Buy branded bottle once,"Detergent + Fabric Softener, Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Unscented, Herbal, Fresh Linen",Yes,>20%,41.44,Weekly,Yes
25-34,Female,Abu Dhabi,Homemaker,>40000,1-2,High School,Online,Monthly,"Body Wash, Detergent, Cooking Oil",50-100,Yes,Aluminum,4,4,4,Yes,5,2,No,3,Yes,2,Mobile App,Gyms,Bring my own,"Detergent + Fabric Softener, Cooking Oil + Vinegar","Floral, Unscented, Fresh Linen",Yes,>20%,196.8,Once,No
25-34,Male,Dubai,Entrepreneur,5000-10000,3-4,Undergraduate,Supermarket,Bi-weekly,"Surface Cleaner, Sanitizer, Fabric Softener, Cooking Oil, Body Wash",100-200,No,Biodegradable,5,4,4,No,5,2,Yes,3,Yes,2,Mobile App,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Shampoo + Conditioner","Herbal, Citrus, Floral",Yes,>20%,53.83,Weekly,Yes
45-54,Male,Dubai,Entrepreneur,>40000,1-2,Undergraduate,Hypermarket,Quarterly,"Shampoo, Sanitizer, Hand Wash, Body Wash, Surface Cleaner",100-200,Yes,Biodegradable,5,5,5,No,4,3,No,2,No,2,Card,Supermarkets,Bring my own,"Shampoo + Conditioner, Hand Wash + Sanitizer","Citrus, Floral, Fresh Linen",Yes,10-20%,191.39,Twice,Yes
45-54,Female,Sharjah,Entrepreneur,>40000,3-4,Postgraduate,Hypermarket,Bi-weekly,"Hand Wash, Body Wash, Fabric Softener, Cooking Oil",100-200,Yes,Plastic,4,4,5,Yes,5,5,No,2,No,3,Mobile App,Supermarkets,Bring my own,"Hand Wash + Sanitizer, Shampoo + Conditioner, Cooking Oil + Vinegar","Unscented, Fresh Linen",Maybe,5-10%,182.52,Once,No
55+,Female,Abu Dhabi,Professional,20000-40000,3-4,High School,Online,Bi-weekly,"Detergent, Body Wash, Conditioner",200-400,No,Biodegradable,5,4,5,Yes,4,5,Yes,1,Yes,4,Card,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener, Cooking Oil + Vinegar","Floral, Fresh Linen, Citrus",No,10-20%,131.69,More than 4x,No
25-34,Female,Others,Other,>40000,5+,Undergraduate,Supermarket,Monthly,"Conditioner, Shampoo, Cooking Oil, Hand Wash",50-100,Yes,Glass,5,3,4,Yes,2,4,No,4,No,2,Mobile App,Supermarkets,Use disposable option,"Hand Wash + Sanitizer, Shampoo + Conditioner","Fresh Linen, Floral",Yes,>20%,198.2,Weekly,No
25-34,Male,Dubai,Entrepreneur,10000-20000,5+,Postgraduate,Online,Monthly,"Sanitizer, Fabric Softener, Conditioner",50-100,Yes,Plastic,4,3,3,No,2,4,Yes,5,No,5,Subscription,Gyms,Buy branded bottle once,"Hand Wash + Sanitizer, Cooking Oil + Vinegar","Citrus, Floral",Maybe,5-10%,82.48,Once,No
45-54,Female,Dubai,Professional,5000-10000,3-4,High School,Supermarket,Quarterly,"Body Wash, Hand Wash, Fabric Softener, Conditioner, Shampoo",100-200,Yes,Plastic,5,3,4,Yes,4,2,Yes,3,No,4,Mobile App,Supermarkets,Bring my own,"Detergent + Fabric Softener, Shampoo + Conditioner","Fresh Linen, Citrus",No,5-10%,46.91,Weekly,Yes
25-34,Male,Sharjah,Student,10000-20000,5+,Undergraduate,Online,Bi-weekly,"Cooking Oil, Sanitizer, Shampoo",<50,Occasionally,Glass,5,3,5,Unsure,2,2,No,2,No,2,Card,Supermarkets,Bring my own,"Detergent + Fabric Softener, Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Citrus, Floral",Yes,5-10%,80.43,Weekly,Yes
55+,Male,Abu Dhabi,Professional,10000-20000,5+,Undergraduate,Hypermarket,Monthly,"Fabric Softener, Shampoo, Sanitizer",<50,No,Glass,5,4,3,Yes,2,5,Yes,5,No,4,Mobile App,Supermarkets,Bring my own,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Citrus, Fresh Linen",No,10-20%,98.26,Weekly,No
45-54,Female,Dubai,Professional,<5000,5+,Undergraduate,Hypermarket,Monthly,"Conditioner, Cooking Oil, Hand Wash",100-200,No,Plastic,5,3,4,Yes,4,5,Yes,5,Yes,5,Mobile App,Petrol Stations,Buy branded bottle once,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Citrus, Fresh Linen",Maybe,10-20%,13.57,Weekly,Yes
25-34,Male,Dubai,Homemaker,10000-20000,5+,Undergraduate,Supermarket,Weekly,"Detergent, Fabric Softener, Surface Cleaner, Hand Wash, Shampoo",>400,No,Biodegradable,4,5,5,Yes,5,2,No,5,No,3,Mobile App,Gyms,Bring my own,"Detergent + Fabric Softener, Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Herbal, Citrus, Fresh Linen",Maybe,<5%,67.22,More than 4x,Yes
45-54,Female,Dubai,Professional,>40000,1-2,Undergraduate,Online,Bi-weekly,"Conditioner, Shampoo, Detergent",200-400,Yes,Biodegradable,3,5,4,Yes,4,4,No,4,No,2,Mobile App,Malls,Use disposable option,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Floral, Herbal, Fresh Linen",No,>20%,190.99,Twice,No
45-54,Male,Ajman,Professional,5000-10000,3-4,High School,Supermarket,Bi-weekly,"Cooking Oil, Sanitizer, Surface Cleaner",<50,Occasionally,Plastic,3,3,3,Yes,3,3,No,2,Yes,5,Mobile App,Residential Lobbies,Bring my own,"Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Citrus, Unscented",Yes,10-20%,71.04,Twice,No
18-24,Male,Dubai,Other,20000-40000,1-2,Undergraduate,Supermarket,Bi-weekly,"Conditioner, Shampoo, Sanitizer",200-400,Yes,Plastic,5,2,5,Yes,2,3,No,3,No,2,Mobile App,Supermarkets,Bring my own,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Herbal, Fresh Linen, Unscented",Yes,5-10%,119.82,Twice,No
55+,Female,Dubai,Student,>40000,1-2,Postgraduate,Hypermarket,Quarterly,"Cooking Oil, Sanitizer, Conditioner, Surface Cleaner",200-400,No,Biodegradable,5,5,4,Yes,4,5,Yes,2,No,2,Subscription,Supermarkets,Buy branded bottle once,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Hand Wash + Sanitizer","Fresh Linen, Unscented",Yes,5-10%,208.87,Weekly,No
35-44,Female,Dubai,Professional,>40000,5+,Postgraduate,Local Store,Monthly,"Shampoo, Sanitizer, Hand Wash, Surface Cleaner",100-200,Occasionally,Plastic,3,5,3,No,2,5,Yes,1,No,3,Cash,Residential Lobbies,Bring my own,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Floral, Herbal, Fresh Linen",Maybe,5-10%,173.56,More than 4x,No
45-54,Female,Dubai,Student,>40000,3-4,High School,Online,Monthly,"Detergent, Fabric Softener, Surface Cleaner",200-400,Occasionally,No preference,5,3,3,Yes,5,5,No,3,No,3,Card,Malls,Buy branded bottle once,"Surface Cleaner + Air Freshener, Shampoo + Conditioner","Fresh Linen, Floral",Yes,10-20%,203.74,More than 4x,No
25-34,Female,Dubai,Entrepreneur,10000-20000,3-4,High School,Hypermarket,Quarterly,"Sanitizer, Detergent, Hand Wash",100-200,Yes,Aluminum,3,3,4,Yes,2,3,Yes,2,No,4,Mobile App,Supermarkets,Use disposable option,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener","Floral, Citrus",Yes,5-10%,71.39,Weekly,No
45-54,Female,Abu Dhabi,Other,>40000,5+,Undergraduate,Local Store,Bi-weekly,"Cooking Oil, Detergent, Surface Cleaner, Sanitizer",50-100,Yes,Plastic,4,4,3,Yes,4,3,Yes,3,No,5,Card,Supermarkets,Bring my own,"Detergent + Fabric Softener, Cooking Oil + Vinegar, Hand Wash + Sanitizer","Fresh Linen, Unscented, Herbal",Maybe,10-20%,213.89,More than 4x,No
25-34,Female,Dubai,Professional,20000-40000,5+,Undergraduate,Hypermarket,Monthly,"Shampoo, Fabric Softener, Surface Cleaner",100-200,Occasionally,Plastic,4,5,5,No,5,2,Yes,1,Yes,5,Cash,Residential Lobbies,Bring my own,"Shampoo + Conditioner, Hand Wash + Sanitizer, Surface Cleaner + Air Freshener","Unscented, Floral",Maybe,>20%,126.59,Weekly,Yes
18-24,Female,Sharjah,Homemaker,5000-10000,5+,Undergraduate,Supermarket,Bi-weekly,"Fabric Softener, Hand Wash, Detergent",100-200,Yes,Plastic,4,3,3,No,5,4,No,3,No,3,Card,Supermarkets,Use disposable option,"Detergent + Fabric Softener, Cooking Oil + Vinegar","Floral, Unscented",No,10-20%,45.8,Weekly,Yes
55+,Male,Dubai,Professional,10000-20000,1-2,Postgraduate,Other,Monthly,"Body Wash, Surface Cleaner, Detergent",100-200,Occasionally,Plastic,4,3,4,Yes,5,5,Yes,5,No,2,Mobile App,Residential Lobbies,Buy branded bottle once,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Unscented, Citrus",Yes,5-10%,90.8,More than 4x,Yes
18-24,Female,Abu Dhabi,Other,20000-40000,1-2,High School,Online,Weekly,"Hand Wash, Body Wash, Cooking Oil",100-200,Occasionally,Plastic,4,4,5,Yes,3,2,No,4,Yes,4,Cash,Residential Lobbies,Use disposable option,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Fresh Linen, Unscented",Yes,10-20%,136.72,Once,No
25-34,Male,Ajman,Entrepreneur,5000-10000,3-4,High School,Supermarket,Quarterly,"Conditioner, Fabric Softener, Shampoo, Sanitizer",>400,Occasionally,Aluminum,4,5,3,Yes,4,3,Yes,1,No,3,Card,Supermarkets,Bring my own,"Shampoo + Conditioner, Detergent + Fabric Softener","Unscented, Herbal, Citrus",Yes,>20%,65.06,Weekly,Yes
55+,Prefer not to say,Abu Dhabi,Homemaker,10000-20000,1-2,Undergraduate,Supermarket,Bi-weekly,"Surface Cleaner, Hand Wash, Cooking Oil, Detergent, Sanitizer",>400,Yes,Plastic,3,3,3,Yes,4,2,Yes,3,No,4,Cash,Residential Lobbies,Bring my own,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Hand Wash + Sanitizer","Citrus, Herbal, Fresh Linen",No,<5%,82.62,Weekly,Yes
55+,Female,Abu Dhabi,Student,10000-20000,1-2,Postgraduate,Online,Bi-weekly,"Body Wash, Conditioner, Cooking Oil, Hand Wash",200-400,Occasionally,Glass,5,4,5,Yes,5,3,Yes,1,No,4,Mobile App,Gyms,Bring my own,"Detergent + Fabric Softener, Hand Wash + Sanitizer","Herbal, Fresh Linen",Yes,<5%,72.23,More than 4x,Yes
35-44,Male,Dubai,Other,5000-10000,3-4,High School,Supermarket,Monthly,"Fabric Softener, Surface Cleaner, Hand Wash, Shampoo, Sanitizer",200-400,No,Aluminum,3,3,5,Unsure,2,4,Yes,5,Yes,5,Mobile App,Supermarkets,Bring my own,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer, Shampoo + Conditioner","Herbal, Floral",Maybe,10-20%,52.32,More than 4x,Yes
35-44,Female,Dubai,Entrepreneur,10000-20000,3-4,Undergraduate,Supermarket,Bi-weekly,"Sanitizer, Conditioner, Body Wash, Detergent",>400,Occasionally,Plastic,4,2,3,Yes,5,3,No,4,No,4,Mobile App,Supermarkets,Buy branded bottle once,"Detergent + Fabric Softener, Cooking Oil + Vinegar","Citrus, Unscented",Maybe,10-20%,70.83,More than 4x,Yes
25-34,Female,Abu Dhabi,Professional,20000-40000,3-4,Undergraduate,Supermarket,Monthly,"Conditioner, Surface Cleaner, Hand Wash, Shampoo, Detergent",<50,Yes,Plastic,5,2,5,Yes,3,2,Yes,1,Yes,5,Subscription,Supermarkets,Bring my own,"Hand Wash + Sanitizer, Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Fresh Linen, Unscented",Yes,5-10%,122.21,More than 4x,Yes
25-34,Male,Others,Homemaker,10000-20000,3-4,Postgraduate,Hypermarket,Bi-weekly,"Surface Cleaner, Fabric Softener, Sanitizer, Conditioner, Cooking Oil",50-100,Yes,Plastic,5,3,4,Yes,5,4,Yes,5,No,2,Card,Malls,Buy branded bottle once,"Shampoo + Conditioner, Cooking Oil + Vinegar","Fresh Linen, Unscented, Citrus",Yes,10-20%,69.05,Weekly,No
25-34,Female,Abu Dhabi,Professional,<5000,3-4,Postgraduate,Local Store,Monthly,"Detergent, Conditioner, Sanitizer",100-200,Yes,Plastic,4,5,3,No,4,3,Yes,5,No,2,Mobile App,Malls,Bring my own,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Cooking Oil + Vinegar","Unscented, Fresh Linen",Maybe,10-20%,23.3,Once,No
35-44,Female,Abu Dhabi,Homemaker,<5000,1-2,Undergraduate,Supermarket,Bi-weekly,"Fabric Softener, Hand Wash, Cooking Oil",200-400,Yes,Biodegradable,4,2,4,Yes,5,5,Yes,5,No,3,Mobile App,Residential Lobbies,Buy branded bottle once,"Hand Wash + Sanitizer, Shampoo + Conditioner","Citrus, Unscented",Maybe,>20%,46.44,Once,Yes
45-54,Male,Sharjah,Student,5000-10000,1-2,Undergraduate,Local Store,Weekly,"Detergent, Surface Cleaner, Fabric Softener, Shampoo, Sanitizer",100-200,No,Plastic,4,4,3,Yes,2,3,Yes,3,No,2,Subscription,Supermarkets,Bring my own,"Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Unscented, Fresh Linen, Floral",Maybe,5-10%,53.11,Weekly,No
45-54,Female,Abu Dhabi,Entrepreneur,>40000,3-4,Undergraduate,Local Store,Bi-weekly,"Fabric Softener, Cooking Oil, Sanitizer, Hand Wash, Body Wash",200-400,Occasionally,Biodegradable,4,3,4,Yes,4,4,Yes,2,Yes,5,Mobile App,Petrol Stations,Bring my own,"Detergent + Fabric Softener, Surface Cleaner + Air Freshener, Shampoo + Conditioner","Herbal, Floral",Yes,>20%,195.7,Weekly,Yes
45-54,Male,Dubai,Professional,5000-10000,3-4,Undergraduate,Hypermarket,Bi-weekly,"Surface Cleaner, Hand Wash, Fabric Softener, Body Wash, Detergent",50-100,Yes,Glass,4,4,4,Yes,2,2,No,1,No,4,Mobile App,Malls,Buy branded bottle once,"Shampoo + Conditioner, Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Floral, Fresh Linen",Yes,<5%,39.0,Weekly,No
18-24,Female,Abu Dhabi,Student,10000-20000,3-4,Postgraduate,Supermarket,Weekly,"Cooking Oil, Fabric Softener, Detergent, Body Wash, Conditioner",50-100,Occasionally,Glass,4,2,5,No,5,4,No,2,No,4,Subscription,Residential Lobbies,Bring my own,"Detergent + Fabric Softener, Shampoo + Conditioner","Citrus, Unscented",Maybe,10-20%,74.0,Weekly,Yes
25-34,Female,Others,Professional,5000-10000,1-2,Postgraduate,Hypermarket,Bi-weekly,"Surface Cleaner, Cooking Oil, Hand Wash",200-400,Yes,Glass,5,5,3,Yes,4,2,Yes,5,No,2,Cash,Supermarkets,Buy branded bottle once,"Shampoo + Conditioner, Hand Wash + Sanitizer, Cooking Oil + Vinegar","Fresh Linen, Floral",No,10-20%,57.45,More than 4x,Yes
18-24,Female,Dubai,Student,5000-10000,5+,Postgraduate,Local Store,Bi-weekly,"Hand Wash, Shampoo, Cooking Oil, Surface Cleaner",50-100,Yes,Biodegradable,4,4,5,No,3,3,Yes,2,No,5,Mobile App,Supermarkets,Bring my own,"Surface Cleaner + Air Freshener, Cooking Oil + Vinegar","Floral, Fresh Linen, Unscented",Yes,10-20%,51.37,Twice,Yes
35-44,Female,Abu Dhabi,Professional,20000-40000,3-4,Postgraduate,Hypermarket,Weekly,"Sanitizer, Body Wash, Cooking Oil, Shampoo, Hand Wash",100-200,Yes,Plastic,4,2,5,Yes,4,3,Yes,5,Yes,4,Card,Malls,Use disposable option,"Shampoo + Conditioner, Surface Cleaner + Air Freshener","Unscented, Herbal",No,>20%,119.46,More than 4x,No
25-34,Female,Dubai,Professional,20000-40000,3-4,Undergraduate,Supermarket,Monthly,"Surface Cleaner, Detergent, Conditioner",50-100,Yes,Plastic,5,2,3,Yes,2,4,Yes,5,Yes,2,Mobile App,Residential Lobbies,Buy branded bottle once,"Hand Wash + Sanitizer, Detergent + Fabric Softener, Shampoo + Conditioner","Herbal, Unscented",Maybe,<5%,124.26,More than 4x,No
45-54,Female,Abu Dhabi,Professional,<5000,3-4,High School,Online,Monthly,"Hand Wash, Sanitizer, Detergent, Fabric Softener, Conditioner",50-100,Occasionally,Aluminum,3,2,4,No,4,5,No,4,Yes,5,Mobile App,Residential Lobbies,Buy branded bottle once,"Surface Cleaner + Air Freshener, Hand Wash + Sanitizer, Detergent + Fabric Softener","Citrus, Floral, Unscented",Yes,10-20%,28.94,Weekly,Yes
25-34,Male,Dubai,Professional,10000-20000,5+,Postgraduate,Hypermarket,Weekly,"Cooking Oil, Shampoo, Body Wash",200-400,Yes,Plastic,4,4,3,Yes,3,3,No,4,No,5,Mobile App,Supermarkets,Use disposable option,"Surface Cleaner + Air Freshener, Detergent + Fabric Softener, Shampoo + Conditioner","Unscented, Floral",Maybe,5-10%,82.05,Weekly,No
18-24,Female,Abu Dhabi,Professional,<5000,3-4,Undergraduate,Online,Monthly,"Detergent, Hand Wash, Sanitizer, Fabric Softener, Cooking Oil",100-200,No,Glass,5,2,3,Yes,3,5,Yes,2,Yes,4,Card,Residential Lobbies,Use disposable option,"Shampoo + Conditioner, Cooking Oil + Vinegar, Surface Cleaner + Air Freshener","Citrus, Floral",Yes,10-20%,32.32,Weekly,No
18-24,Male,Sharjah,Entrepreneur,10000-20000,3-4,Postgraduate,Supermarket,Monthly,"Detergent, Body Wash, Sanitizer, Shampoo",100-200,No,Aluminum,5,3,3,Yes,3,5,No,1,Yes,3,Card,Malls,Buy branded bottle once,"Surface Cleaner + Air Freshener, Shampoo + Conditioner, Hand Wash + Sanitizer","Unscented, Fresh Linen",Maybe,<5%,74.11,Weekly,No
45-54,Female,Dubai,Student,10000-20000,5+,Undergraduate,Supermarket,Bi-weekly,"Sanitizer, Cooking Oil, Fabric Softener, Conditioner",<50,Occasionally,Glass,3,2,5,Yes,3,4,Yes,2,No,3,Mobile App,Gyms,Buy branded bottle once,"Shampoo + Conditioner, Cooking Oil + Vinegar","Fresh Linen, Unscented",No,>20%,73.61,Twice,No
35-44,Male,Abu Dhabi,Other,<5000,3-4,High School,Hypermarket,Monthly,"Sanitizer, Hand Wash, Body Wash, Surface Cleaner, Shampoo",200-400,Yes,Aluminum,4,3,3,Yes,2,3,Yes,1,No,5,Card,Supermarkets,Buy branded bottle once,"Hand Wash + Sanitizer, Detergent + Fabric Softener","Citrus, Floral, Unscented",Yes,>20%,25.01,Once,Yes
